fg_phenotype	fg_link	ukbb_phenotype	ukbb_link
CD2_INSITU_MELANOMA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CD2_INSITU_MELANOMA.gz	D03	gs://pan-ukbb-refinery/lifted/icd10-D03-both_sexes.tsv.bgz.lifted.gz
		D09	gs://pan-ukbb-refinery/lifted/icd10-D09-both_sexes.tsv.bgz.lifted.gz
CD2_INSITU_SKIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CD2_INSITU_SKIN.gz	172.3	gs://pan-ukbb-refinery/lifted/phecode-172.3-both_sexes.tsv.bgz.lifted.gz
CD2_LYMPHOID_LEUKAEMIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CD2_LYMPHOID_LEUKAEMIA.gz	204.1	gs://pan-ukbb-refinery/lifted/phecode-204.1-both_sexes.tsv.bgz.lifted.gz
CD2_MULTIPLE_MYELOMA_PLASMA_CELL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CD2_MULTIPLE_MYELOMA_PLASMA_CELL.gz	C90	gs://pan-ukbb-refinery/lifted/icd10-C90-both_sexes.tsv.bgz.lifted.gz
CD2_MYELOID_LEUKAEMIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CD2_MYELOID_LEUKAEMIA.gz	C92	gs://pan-ukbb-refinery/lifted/icd10-C92-both_sexes.tsv.bgz.lifted.gz
CD2_NONFOLLICULAR_LYMPHOMA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CD2_NONFOLLICULAR_LYMPHOMA.gz	C83	gs://pan-ukbb-refinery/lifted/icd10-C83-both_sexes.tsv.bgz.lifted.gz
CD2_NONHODGKIN_NAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CD2_NONHODGKIN_NAS.gz	C85	gs://pan-ukbb-refinery/lifted/icd10-C85-both_sexes.tsv.bgz.lifted.gz
CD2_TNK_LYMPHOMA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CD2_TNK_LYMPHOMA.gz	C84	gs://pan-ukbb-refinery/lifted/icd10-C84-both_sexes.tsv.bgz.lifted.gz
CHOLELITH_BROAD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CHOLELITH_BROAD.gz	574	gs://pan-ukbb-refinery/lifted/phecode-574-both_sexes.tsv.bgz.lifted.gz
CML	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_CML.gz	204.22	gs://pan-ukbb-refinery/lifted/phecode-204.22-both_sexes.tsv.bgz.lifted.gz
		558	gs://pan-ukbb-refinery/lifted/phecode-558-both_sexes.tsv.bgz.lifted.gz
		569.1	gs://pan-ukbb-refinery/lifted/phecode-569.1-both_sexes.tsv.bgz.lifted.gz
COPD_EARLY	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_COPD_EARLY.gz	496.21	gs://pan-ukbb-refinery/lifted/phecode-496.21-both_sexes.tsv.bgz.lifted.gz
		496.21	gs://pan-ukbb-refinery/lifted/phecode-496.21-both_sexes.tsv.bgz.lifted.gz
COPD_HOSPITAL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_COPD_HOSPITAL.gz	496.21	gs://pan-ukbb-refinery/lifted/phecode-496.21-both_sexes.tsv.bgz.lifted.gz
		496.21	gs://pan-ukbb-refinery/lifted/phecode-496.21-both_sexes.tsv.bgz.lifted.gz
COPD_LATER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_COPD_LATER.gz	496.21	gs://pan-ukbb-refinery/lifted/phecode-496.21-both_sexes.tsv.bgz.lifted.gz
COX_ARTHROSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_COX_ARTHROSIS.gz	M16	gs://pan-ukbb-refinery/lifted/icd10-M16-both_sexes.tsv.bgz.lifted.gz
D3_ACQHAEMOLYTICANAEMIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_ACQHAEMOLYTICANAEMIA.gz	283	gs://pan-ukbb-refinery/lifted/phecode-283-both_sexes.tsv.bgz.lifted.gz
D3_ACUTEPOSTBLEEDANAEMIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_ACUTEPOSTBLEEDANAEMIA.gz	285.1	gs://pan-ukbb-refinery/lifted/phecode-285.1-both_sexes.tsv.bgz.lifted.gz
D3_AGRANULOCYTOSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_AGRANULOCYTOSIS.gz	288.1	gs://pan-ukbb-refinery/lifted/phecode-288.1-both_sexes.tsv.bgz.lifted.gz
D3_ANAEMIAINCHRONICDISEASE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_ANAEMIAINCHRONICDISEASE.gz	285.2	gs://pan-ukbb-refinery/lifted/phecode-285.2-both_sexes.tsv.bgz.lifted.gz
D3_ANAEMIA_B12_DEF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_ANAEMIA_B12_DEF.gz	281.12	gs://pan-ukbb-refinery/lifted/phecode-281.12-both_sexes.tsv.bgz.lifted.gz
D3_ANAEMIA_FOLATEDEF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_ANAEMIA_FOLATEDEF.gz	281.13	gs://pan-ukbb-refinery/lifted/phecode-281.13-both_sexes.tsv.bgz.lifted.gz
D3_ANAEMIA_IRONDEF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_ANAEMIA_IRONDEF.gz	280	gs://pan-ukbb-refinery/lifted/phecode-280-both_sexes.tsv.bgz.lifted.gz
D3_ANAEMIA_IRONDEF_BLOODLOSS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_ANAEMIA_IRONDEF_BLOODLOSS.gz	280.2	gs://pan-ukbb-refinery/lifted/phecode-280.2-both_sexes.tsv.bgz.lifted.gz
D3_ANAEMIA_IRONDEF_NAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_ANAEMIA_IRONDEF_NAS.gz	280	gs://pan-ukbb-refinery/lifted/phecode-280-both_sexes.tsv.bgz.lifted.gz
D3_COAGDEF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_COAGDEF.gz	286.1	gs://pan-ukbb-refinery/lifted/phecode-286.1-both_sexes.tsv.bgz.lifted.gz
D3_COAGDEFNAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_COAGDEFNAS.gz	286.7	gs://pan-ukbb-refinery/lifted/phecode-286.7-both_sexes.tsv.bgz.lifted.gz
D3_COAGOTHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_COAGOTHER.gz	D68	gs://pan-ukbb-refinery/lifted/icd10-D68-both_sexes.tsv.bgz.lifted.gz
D3_HEREDHAEMOLYTICANAEMIAOTHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_HEREDHAEMOLYTICANAEMIAOTHER.gz	D58	gs://pan-ukbb-refinery/lifted/icd10-D58-both_sexes.tsv.bgz.lifted.gz
D3_HEREDOTHCLOFACTORS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_HEREDOTHCLOFACTORS.gz	286.12	gs://pan-ukbb-refinery/lifted/phecode-286.12-both_sexes.tsv.bgz.lifted.gz
D3_IMMUDEFANTIBODY	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_IMMUDEFANTIBODY.gz	D80	gs://pan-ukbb-refinery/lifted/icd10-D80-both_sexes.tsv.bgz.lifted.gz
D3_IMMUNEMECHANISMOTHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_IMMUNEMECHANISMOTHER.gz	D89	gs://pan-ukbb-refinery/lifted/icd10-D89-both_sexes.tsv.bgz.lifted.gz
D3_OTHERANAEMIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_OTHERANAEMIA.gz	D64	gs://pan-ukbb-refinery/lifted/icd10-D64-both_sexes.tsv.bgz.lifted.gz
D3_OTHERAPLASTICANAEMIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_OTHERAPLASTICANAEMIA.gz	D61	gs://pan-ukbb-refinery/lifted/icd10-D61-both_sexes.tsv.bgz.lifted.gz
D3_OTHERBLOOD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_OTHERBLOOD.gz	D75	gs://pan-ukbb-refinery/lifted/icd10-D75-both_sexes.tsv.bgz.lifted.gz
D3_OTHERWHITECELL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_OTHERWHITECELL.gz	288.2	gs://pan-ukbb-refinery/lifted/phecode-288.2-both_sexes.tsv.bgz.lifted.gz
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz	287	gs://pan-ukbb-refinery/lifted/phecode-287-both_sexes.tsv.bgz.lifted.gz
D3_SARCOIDOSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_SARCOIDOSIS.gz	D86	gs://pan-ukbb-refinery/lifted/icd10-D86-both_sexes.tsv.bgz.lifted.gz
D3_SCNDPOLYCYTHAEMIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_SCNDPOLYCYTHAEMIA.gz	289.8	gs://pan-ukbb-refinery/lifted/phecode-289.8-both_sexes.tsv.bgz.lifted.gz
D3_SCNDTHROMBOCYTOPENIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_SCNDTHROMBOCYTOPENIA.gz	287.32	gs://pan-ukbb-refinery/lifted/phecode-287.32-both_sexes.tsv.bgz.lifted.gz
		287.32	gs://pan-ukbb-refinery/lifted/phecode-287.32-both_sexes.tsv.bgz.lifted.gz
D3_SPLEENDISEASE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_SPLEENDISEASE.gz	289.5	gs://pan-ukbb-refinery/lifted/phecode-289.5-both_sexes.tsv.bgz.lifted.gz
D3_VONVILLEBRAND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_D3_VONVILLEBRAND.gz	286.11	gs://pan-ukbb-refinery/lifted/phecode-286.11-both_sexes.tsv.bgz.lifted.gz
		587	gs://pan-ukbb-refinery/lifted/phecode-587-both_sexes.tsv.bgz.lifted.gz
DM_OTHER_WIDE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_DM_OTHER_WIDE.gz	E13	gs://pan-ukbb-refinery/lifted/icd10-E13-both_sexes.tsv.bgz.lifted.gz
DM_PERIPHATHERO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_DM_PERIPHATHERO.gz	440.2	gs://pan-ukbb-refinery/lifted/phecode-440.2-both_sexes.tsv.bgz.lifted.gz
DM_RETINA_NOS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_DM_RETINA_NOS.gz	E13	gs://pan-ukbb-refinery/lifted/icd10-E13-both_sexes.tsv.bgz.lifted.gz
DM_RETINA_PROLIF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_DM_RETINA_PROLIF.gz	E13	gs://pan-ukbb-refinery/lifted/icd10-E13-both_sexes.tsv.bgz.lifted.gz
		E13	gs://pan-ukbb-refinery/lifted/icd10-E13-both_sexes.tsv.bgz.lifted.gz
E4_ACIDOSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_ACIDOSIS.gz	276.41	gs://pan-ukbb-refinery/lifted/phecode-276.41-both_sexes.tsv.bgz.lifted.gz
E4_ADRENAL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_ADRENAL.gz	E27	gs://pan-ukbb-refinery/lifted/icd10-E27-both_sexes.tsv.bgz.lifted.gz
		276.42	gs://pan-ukbb-refinery/lifted/phecode-276.42-both_sexes.tsv.bgz.lifted.gz
E4_AMYLOIDOSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_AMYLOIDOSIS.gz	E85	gs://pan-ukbb-refinery/lifted/icd10-E85-both_sexes.tsv.bgz.lifted.gz
		253.7	gs://pan-ukbb-refinery/lifted/phecode-253.7-both_sexes.tsv.bgz.lifted.gz
E4_CUSHING	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_CUSHING.gz	255.11	gs://pan-ukbb-refinery/lifted/phecode-255.11-both_sexes.tsv.bgz.lifted.gz
E4_DIABINSIPIDUS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_DIABINSIPIDUS.gz	253.3	gs://pan-ukbb-refinery/lifted/phecode-253.3-both_sexes.tsv.bgz.lifted.gz
E4_DM1	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_DM1.gz	250.1	gs://pan-ukbb-refinery/lifted/phecode-250.1-both_sexes.tsv.bgz.lifted.gz
E4_DM1KETO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_DM1KETO.gz	250.11	gs://pan-ukbb-refinery/lifted/phecode-250.11-both_sexes.tsv.bgz.lifted.gz
E4_DM1OPTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_DM1OPTH.gz	250.13	gs://pan-ukbb-refinery/lifted/phecode-250.13-both_sexes.tsv.bgz.lifted.gz
E4_DM2	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_DM2.gz	E11	gs://pan-ukbb-refinery/lifted/icd10-E11-both_sexes.tsv.bgz.lifted.gz
E4_DM2REN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_DM2REN.gz	250.22	gs://pan-ukbb-refinery/lifted/phecode-250.22-both_sexes.tsv.bgz.lifted.gz
E4_ENDOMETPOSTOP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_ENDOMETPOSTOP.gz	E89	gs://pan-ukbb-refinery/lifted/icd10-E89-both_sexes.tsv.bgz.lifted.gz
E4_FLUIDELECTRO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_FLUIDELECTRO.gz	E87	gs://pan-ukbb-refinery/lifted/icd10-E87-both_sexes.tsv.bgz.lifted.gz
		276.6	gs://pan-ukbb-refinery/lifted/phecode-276.6-both_sexes.tsv.bgz.lifted.gz
E4_GOITRENOD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_GOITRENOD.gz	241.1	gs://pan-ukbb-refinery/lifted/phecode-241.1-both_sexes.tsv.bgz.lifted.gz
E4_HYPERCHOL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_HYPERCHOL.gz	272.11	gs://pan-ukbb-refinery/lifted/phecode-272.11-both_sexes.tsv.bgz.lifted.gz
E4_HYPERKALAEMIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_HYPERKALAEMIA.gz	276.13	gs://pan-ukbb-refinery/lifted/phecode-276.13-both_sexes.tsv.bgz.lifted.gz
E4_HYPERLIPMIX	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_HYPERLIPMIX.gz	272.13	gs://pan-ukbb-refinery/lifted/phecode-272.13-both_sexes.tsv.bgz.lifted.gz
E4_HYPEROSMHNAT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_HYPEROSMHNAT.gz	276.11	gs://pan-ukbb-refinery/lifted/phecode-276.11-both_sexes.tsv.bgz.lifted.gz
E4_HYPERPARA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_HYPERPARA.gz	252.1	gs://pan-ukbb-refinery/lifted/phecode-252.1-both_sexes.tsv.bgz.lifted.gz
E4_HYPERPIT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_HYPERPIT.gz	E22	gs://pan-ukbb-refinery/lifted/icd10-E22-both_sexes.tsv.bgz.lifted.gz
E4_HYPOKALAEMIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_HYPOKALAEMIA.gz	276.14	gs://pan-ukbb-refinery/lifted/phecode-276.14-both_sexes.tsv.bgz.lifted.gz
E4_HYPOOSMNAT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_HYPOOSMNAT.gz	276.12	gs://pan-ukbb-refinery/lifted/phecode-276.12-both_sexes.tsv.bgz.lifted.gz
E4_HYPOPIT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_HYPOPIT.gz	253.2	gs://pan-ukbb-refinery/lifted/phecode-253.2-both_sexes.tsv.bgz.lifted.gz
E4_IRON_MET	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_IRON_MET.gz	275.1	gs://pan-ukbb-refinery/lifted/phecode-275.1-both_sexes.tsv.bgz.lifted.gz
E4_LACTOSEINT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_LACTOSEINT.gz	E73	gs://pan-ukbb-refinery/lifted/icd10-E73-both_sexes.tsv.bgz.lifted.gz
E4_LIPOPROT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_LIPOPROT.gz	E78	gs://pan-ukbb-refinery/lifted/icd10-E78-both_sexes.tsv.bgz.lifted.gz
		275.3	gs://pan-ukbb-refinery/lifted/phecode-275.3-both_sexes.tsv.bgz.lifted.gz
E4_MINERAL_MET	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_MINERAL_MET.gz	E83	gs://pan-ukbb-refinery/lifted/icd10-E83-both_sexes.tsv.bgz.lifted.gz
E4_OBESITY	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_OBESITY.gz	278.1	gs://pan-ukbb-refinery/lifted/phecode-278.1-both_sexes.tsv.bgz.lifted.gz
E4_OVARDYS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_OVARDYS.gz	E28	gs://pan-ukbb-refinery/lifted/icd10-E28-both_sexes.tsv.bgz.lifted.gz
E4_PCOS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_PCOS.gz	256.4	gs://pan-ukbb-refinery/lifted/phecode-256.4-females.tsv.bgz.lifted.gz
		275.53	gs://pan-ukbb-refinery/lifted/phecode-275.53-both_sexes.tsv.bgz.lifted.gz
E4_PORBILIR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_PORBILIR.gz	E80	gs://pan-ukbb-refinery/lifted/icd10-E80-both_sexes.tsv.bgz.lifted.gz
E4_TESTICHYPO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_TESTICHYPO.gz	257.1	gs://pan-ukbb-refinery/lifted/phecode-257.1-males.tsv.bgz.lifted.gz
		257.1	gs://pan-ukbb-refinery/lifted/phecode-257.1-males.tsv.bgz.lifted.gz
E4_TESTIDYS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_TESTIDYS.gz	257	gs://pan-ukbb-refinery/lifted/phecode-257-males.tsv.bgz.lifted.gz
E4_THYROIDITAUTOIM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_THYROIDITAUTOIM.gz	245.21	gs://pan-ukbb-refinery/lifted/phecode-245.21-both_sexes.tsv.bgz.lifted.gz
E4_THYTOXGOITDIF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_THYTOXGOITDIF.gz	242.1	gs://pan-ukbb-refinery/lifted/phecode-242.1-both_sexes.tsv.bgz.lifted.gz
E4_THYTOXGOITMULT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_THYTOXGOITMULT.gz	242.2	gs://pan-ukbb-refinery/lifted/phecode-242.2-both_sexes.tsv.bgz.lifted.gz
E4_VIT_B_DEF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_VIT_B_DEF.gz	E53	gs://pan-ukbb-refinery/lifted/icd10-E53-both_sexes.tsv.bgz.lifted.gz
E4_VIT_D_DEF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_VIT_D_DEF.gz	E55	gs://pan-ukbb-refinery/lifted/icd10-E55-both_sexes.tsv.bgz.lifted.gz
E4_VOLUME	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_E4_VOLUME.gz	276.5	gs://pan-ukbb-refinery/lifted/phecode-276.5-both_sexes.tsv.bgz.lifted.gz
		415.21	gs://pan-ukbb-refinery/lifted/phecode-415.21-both_sexes.tsv.bgz.lifted.gz
F5_ALCOHOL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_ALCOHOL.gz	F10	gs://pan-ukbb-refinery/lifted/icd10-F10-both_sexes.tsv.bgz.lifted.gz
F5_ALZHDEMENT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_ALZHDEMENT.gz	F00	gs://pan-ukbb-refinery/lifted/icd10-F00-both_sexes.tsv.bgz.lifted.gz
F5_BIPO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_BIPO.gz	F31	gs://pan-ukbb-refinery/lifted/icd10-F31-both_sexes.tsv.bgz.lifted.gz
F5_CANNABIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_CANNABIS.gz	F12	gs://pan-ukbb-refinery/lifted/icd10-F12-both_sexes.tsv.bgz.lifted.gz
F5_DELIRIUM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_DELIRIUM.gz	F05	gs://pan-ukbb-refinery/lifted/icd10-F05-both_sexes.tsv.bgz.lifted.gz
F5_DELUSIO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_DELUSIO.gz	F22	gs://pan-ukbb-refinery/lifted/icd10-F22-both_sexes.tsv.bgz.lifted.gz
F5_DEMINOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_DEMINOTH.gz	F02	gs://pan-ukbb-refinery/lifted/icd10-F02-both_sexes.tsv.bgz.lifted.gz
F5_DISSOCIATIVE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_DISSOCIATIVE.gz	F44	gs://pan-ukbb-refinery/lifted/icd10-F44-both_sexes.tsv.bgz.lifted.gz
F5_EATING	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_EATING.gz	F50	gs://pan-ukbb-refinery/lifted/icd10-F50-both_sexes.tsv.bgz.lifted.gz
F5_EATOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_EATOTH.gz	F50	gs://pan-ukbb-refinery/lifted/icd10-F50-both_sexes.tsv.bgz.lifted.gz
F5_GAD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_GAD.gz	300.11	gs://pan-ukbb-refinery/lifted/phecode-300.11-both_sexes.tsv.bgz.lifted.gz
F5_MANIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_MANIA.gz	F30	gs://pan-ukbb-refinery/lifted/icd10-F30-both_sexes.tsv.bgz.lifted.gz
F5_MENTORG	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_MENTORG.gz	F06	gs://pan-ukbb-refinery/lifted/icd10-F06-both_sexes.tsv.bgz.lifted.gz
